node_id,sensor_timestamp,humidity_percent,raw_value,rssi,voltage,sampling_interval
D4:E9:F4:66:29:A8,2026-01-04T15:56:00.000Z,16.71,3611,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:56:30.000Z,37.21,3017,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:56:30.000Z,16.73,3610,-72,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:57:00.000Z,37.23,3017,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:57:00.000Z,16.71,3611,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:57:30.000Z,37.26,3016,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:57:30.000Z,16.74,3610,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:58:00.000Z,37.24,3016,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:58:00.000Z,16.74,3610,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:58:30.000Z,37.23,3017,-71,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:58:30.000Z,16.76,3609,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:59:00.000Z,37.25,3016,-73,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:59:00.000Z,16.77,3609,-65,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T15:59:30.000Z,37.22,3017,-64,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T15:59:30.000Z,16.75,3609,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:00:00.000Z,37.23,3017,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:00:00.000Z,16.73,3610,-59,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:00:30.000Z,37.25,3016,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:00:30.000Z,16.74,3610,-74,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:01:00.000Z,37.26,3016,-80,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:01:00.000Z,16.75,3610,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:01:30.000Z,37.29,3015,-69,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:01:30.000Z,16.77,3609,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:02:00.000Z,37.27,3016,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:02:00.000Z,16.76,3609,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:02:30.000Z,37.27,3015,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:02:30.000Z,16.78,3609,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:03:00.000Z,37.29,3015,-74,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:03:00.000Z,16.78,3609,-72,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:03:30.000Z,37.28,3015,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:03:30.000Z,16.79,3608,-72,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:04:00.000Z,37.28,3015,-56,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:04:00.000Z,16.79,3608,-80,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:04:30.000Z,37.26,3016,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:04:30.000Z,16.82,3608,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:05:00.000Z,37.24,3016,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:05:00.000Z,16.82,3608,-68,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:05:30.000Z,37.24,3016,-72,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:05:30.000Z,16.81,3608,-80,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:06:00.000Z,37.24,3016,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:06:00.000Z,16.8,3608,-69,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:06:30.000Z,37.23,3017,-69,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:06:30.000Z,16.81,3608,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:07:00.000Z,37.22,3017,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:07:00.000Z,16.78,3609,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:07:30.000Z,37.22,3017,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:07:30.000Z,16.79,3608,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:08:00.000Z,37.24,3016,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:08:00.000Z,16.82,3608,-82,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:08:30.000Z,37.25,3016,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:08:30.000Z,16.83,3607,-59,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:09:00.000Z,37.27,3015,-59,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:09:00.000Z,16.85,3607,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:09:30.000Z,37.27,3016,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:09:30.000Z,16.82,3608,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:10:00.000Z,37.27,3015,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:10:00.000Z,16.81,3608,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:10:30.000Z,37.27,3016,-70,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:10:30.000Z,16.82,3607,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:11:00.000Z,37.29,3015,-71,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:11:00.000Z,16.8,3608,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:11:30.000Z,37.28,3015,-70,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:11:30.000Z,16.79,3608,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:12:00.000Z,37.31,3014,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:12:00.000Z,16.78,3609,-82,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:12:30.000Z,37.29,3015,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:12:30.000Z,16.75,3610,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:13:00.000Z,37.3,3015,-72,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:13:00.000Z,16.73,3610,-69,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:13:30.000Z,37.3,3015,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:13:30.000Z,16.72,3610,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:14:00.000Z,37.27,3016,-70,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:14:00.000Z,16.73,3610,-66,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:14:30.000Z,37.25,3016,-71,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:14:30.000Z,16.71,3611,-65,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:15:00.000Z,37.23,3017,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:15:00.000Z,16.7,3611,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:15:30.000Z,37.24,3016,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:15:30.000Z,16.71,3611,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:16:00.000Z,37.22,3017,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:16:00.000Z,16.73,3610,-74,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:16:30.000Z,37.21,3017,-58,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:16:30.000Z,16.72,3610,-73,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:17:00.000Z,37.2,3017,-72,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:17:00.000Z,16.72,3610,-66,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:17:30.000Z,37.23,3017,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:17:30.000Z,16.7,3611,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:18:00.000Z,37.26,3016,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:18:00.000Z,16.68,3612,-81,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:18:30.000Z,37.26,3016,-65,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:18:30.000Z,16.66,3612,-62,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:19:00.000Z,37.26,3016,-81,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:19:00.000Z,16.63,3613,-84,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:19:30.000Z,37.28,3015,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:19:30.000Z,16.63,3613,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:20:00.000Z,37.29,3015,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:20:00.000Z,16.66,3612,-58,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:20:30.000Z,37.29,3015,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:20:30.000Z,16.65,3613,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:21:00.000Z,37.31,3014,-55,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:21:00.000Z,16.66,3612,-70,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:21:30.000Z,37.32,3014,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:21:30.000Z,16.65,3613,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:22:00.000Z,37.31,3014,-58,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:22:00.000Z,16.64,3613,-72,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:22:30.000Z,37.31,3014,-80,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:22:30.000Z,16.65,3612,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:23:00.000Z,37.31,3014,-64,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:23:00.000Z,16.64,3613,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:23:30.000Z,37.31,3014,-64,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:23:30.000Z,16.63,3613,-85,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:24:00.000Z,37.33,3014,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:24:00.000Z,16.64,3613,-71,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:24:30.000Z,37.33,3014,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:24:30.000Z,16.65,3613,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:25:00.000Z,37.35,3013,-56,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:25:00.000Z,16.67,3612,-60,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:25:30.000Z,37.36,3013,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:25:30.000Z,16.66,3612,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:26:00.000Z,37.33,3014,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:26:00.000Z,16.66,3612,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:26:30.000Z,37.34,3014,-69,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:26:30.000Z,16.67,3612,-65,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:27:00.000Z,37.36,3013,-71,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:27:00.000Z,16.69,3611,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:27:30.000Z,37.36,3013,-74,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:27:30.000Z,16.68,3612,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:28:00.000Z,37.35,3013,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:28:00.000Z,16.69,3611,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:28:30.000Z,37.37,3013,-59,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:28:30.000Z,16.68,3612,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:29:00.000Z,37.38,3012,-74,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:29:00.000Z,16.65,3612,-60,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:29:30.000Z,37.36,3013,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:29:30.000Z,16.65,3613,-70,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:30:00.000Z,37.38,3012,-66,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:30:00.000Z,16.66,3612,-72,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:30:30.000Z,37.36,3013,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:30:30.000Z,16.68,3612,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:31:00.000Z,37.37,3013,-68,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:31:00.000Z,16.66,3612,-68,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:31:30.000Z,37.37,3013,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:31:30.000Z,16.64,3613,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:32:00.000Z,37.38,3012,-65,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:32:00.000Z,16.61,3614,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:32:30.000Z,37.37,3013,-82,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:32:30.000Z,16.62,3613,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:33:00.000Z,37.4,3012,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:33:00.000Z,16.61,3614,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:33:30.000Z,37.4,3012,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:33:30.000Z,16.61,3614,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:34:00.000Z,37.4,3012,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:34:00.000Z,16.59,3614,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:34:30.000Z,37.37,3012,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:34:30.000Z,16.58,3615,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:35:00.000Z,37.36,3013,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:35:00.000Z,16.58,3615,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:35:30.000Z,37.37,3013,-55,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:35:30.000Z,16.59,3614,-66,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:36:00.000Z,37.36,3013,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:36:00.000Z,16.58,3615,-81,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:36:30.000Z,37.37,3013,-59,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:36:30.000Z,16.6,3614,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:37:00.000Z,37.37,3013,-82,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:37:00.000Z,16.57,3615,-78,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:37:30.000Z,37.35,3013,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:37:30.000Z,16.59,3614,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:38:00.000Z,37.33,3014,-69,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:38:00.000Z,16.6,3614,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:38:30.000Z,37.31,3014,-68,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:38:30.000Z,16.57,3615,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:39:00.000Z,37.32,3014,-75,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:39:00.000Z,16.57,3615,-85,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:39:30.000Z,37.33,3014,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:39:30.000Z,16.57,3615,-73,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:40:00.000Z,37.31,3014,-59,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:40:00.000Z,16.56,3615,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:40:30.000Z,37.31,3014,-66,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:40:30.000Z,16.56,3615,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:41:00.000Z,37.31,3014,-73,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:41:00.000Z,16.58,3615,-70,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:41:30.000Z,37.29,3015,-78,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:41:30.000Z,16.6,3614,-85,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:42:00.000Z,37.27,3016,-76,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:42:00.000Z,16.63,3613,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:42:30.000Z,37.24,3016,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:42:30.000Z,16.6,3614,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:43:00.000Z,37.23,3017,-85,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:43:00.000Z,16.58,3614,-76,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:43:30.000Z,37.23,3017,-74,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:43:30.000Z,16.56,3615,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:44:00.000Z,37.23,3017,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:44:00.000Z,16.55,3615,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:44:30.000Z,37.26,3016,-63,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:44:30.000Z,16.57,3615,-81,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:45:00.000Z,37.27,3016,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:45:00.000Z,16.6,3614,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:45:30.000Z,37.29,3015,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:45:30.000Z,16.62,3613,-66,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:46:00.000Z,37.29,3015,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:46:00.000Z,16.59,3614,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:46:30.000Z,37.27,3016,-57,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:46:30.000Z,16.58,3614,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:47:00.000Z,37.24,3016,-74,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:47:00.000Z,16.55,3615,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:47:30.000Z,37.25,3016,-78,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:47:30.000Z,16.57,3615,-59,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:48:00.000Z,37.28,3015,-58,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:48:00.000Z,16.56,3615,-68,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:48:30.000Z,37.3,3015,-63,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:48:30.000Z,16.54,3616,-74,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:49:00.000Z,37.33,3014,-59,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:49:00.000Z,16.53,3616,-78,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:49:30.000Z,37.33,3014,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:49:30.000Z,16.52,3616,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:50:00.000Z,37.34,3013,-56,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:50:00.000Z,16.5,3617,-68,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:50:30.000Z,37.32,3014,-66,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:50:30.000Z,16.49,3617,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:51:00.000Z,37.33,3014,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:51:00.000Z,16.48,3617,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:51:30.000Z,37.31,3014,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:51:30.000Z,16.51,3617,-62,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:52:00.000Z,37.32,3014,-78,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:52:00.000Z,16.51,3616,-70,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:52:30.000Z,37.33,3014,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:52:30.000Z,16.49,3617,-59,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:53:00.000Z,37.36,3013,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:53:00.000Z,16.51,3616,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:53:30.000Z,37.39,3012,-81,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:53:30.000Z,16.54,3616,-61,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:54:00.000Z,37.37,3013,-73,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:54:00.000Z,16.55,3615,-70,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:54:30.000Z,37.36,3013,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:54:30.000Z,16.58,3615,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:55:00.000Z,37.34,3013,-78,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:55:00.000Z,16.58,3615,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:55:30.000Z,37.34,3014,-64,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:55:30.000Z,16.56,3615,-82,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:56:00.000Z,37.35,3013,-64,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:56:00.000Z,16.56,3615,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:56:30.000Z,37.33,3014,-76,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:56:30.000Z,16.58,3614,-79,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:57:00.000Z,37.35,3013,-77,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:57:00.000Z,16.61,3614,-57,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:57:30.000Z,37.34,3013,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:57:30.000Z,16.62,3613,-68,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:58:00.000Z,37.32,3014,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:58:00.000Z,16.64,3613,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:58:30.000Z,37.3,3015,-55,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:58:30.000Z,16.64,3613,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:59:00.000Z,37.29,3015,-83,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:59:00.000Z,16.63,3613,-80,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T16:59:30.000Z,37.32,3014,-63,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T16:59:30.000Z,16.6,3614,-78,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:00:00.000Z,37.34,3014,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:00:00.000Z,16.6,3614,-56,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:00:30.000Z,37.37,3013,-60,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:00:30.000Z,16.62,3613,-64,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:01:00.000Z,37.35,3013,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:01:00.000Z,16.62,3613,-85,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:01:30.000Z,37.37,3013,-63,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:01:30.000Z,16.65,3612,-63,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:02:00.000Z,37.35,3013,-61,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:02:00.000Z,16.68,3612,-60,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:02:30.000Z,37.33,3014,-84,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:02:30.000Z,16.7,3611,-74,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:03:00.000Z,37.35,3013,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:03:00.000Z,16.71,3611,-69,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:03:30.000Z,37.34,3014,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:03:30.000Z,16.73,3610,-67,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:04:00.000Z,37.31,3014,-70,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:04:00.000Z,16.74,3610,-77,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:04:30.000Z,37.3,3015,-79,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:04:30.000Z,16.72,3610,-55,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:05:00.000Z,37.29,3015,-67,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:05:00.000Z,16.74,3610,-59,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:05:30.000Z,37.27,3016,-63,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:05:30.000Z,16.72,3610,-83,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:06:00.000Z,37.24,3016,-82,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:06:00.000Z,16.71,3611,-84,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:06:30.000Z,37.21,3017,-62,3.65,30
D4:E9:F4:66:29:A8,2026-01-04T17:06:30.000Z,16.68,3612,-69,3.65,30
70:B8:F6:AE:A8:38,2026-01-04T17:07:00.000Z,37.2,3018,-77,3.65,30
